symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
AAVEDOWNUSDT,0.00000000,0.000,0.00000000,0.00467300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
PROMBNB,0.00000000,0.000,0.00000000,0.01443000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
PROMBUSD,0.09500000,2.450,3.91028568,3.86900000,3.97300000,8.60000000,3.97400000,9.40000000,3.98800000,3.15000000,3.87800000,4.02900000,3.86500000,14946.49000000,58445.04581000,1694760080045,1694846480045,16755722,16756591,870
XRPBRL,0.00300000,0.123,2.43382569,2.44400000,2.44200000,82.00000000,2.44100000,45.00000000,2.44300000,82.00000000,2.43900000,2.46200000,2.39000000,179939.00000000,437940.16000000,1694760195274,1694846595274,3248596,3249610,1015
XRPNGN,0.00000000,0.000,0.00000000,214.17000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SKLBTC,0.00000005,5.747,0.00000089,0.00000088,0.00000092,23479.00000000,0.00000092,204953.00000000,0.00000093,9161.00000000,0.00000087,0.00000092,0.00000086,928398.00000000,0.82477234,1694760201023,1694846601023,4301671,4302516,846
SKLBUSD,-0.00266000,-11.010,0.02240043,0.02415000,0.02150000,1316.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02416000,0.02435000,0.01909000,2354350.00000000,52738.46089000,1692241220608,1692327620608,4891791,4892192,402
SKLUSDT,0.00144000,6.223,0.02366951,0.02314000,0.02458000,713.00000000,0.02458000,41988.00000000,0.02461000,28613.00000000,0.02314000,0.02468000,0.02284000,39485030.00000000,934591.24989000,1694760200963,1694846600963,33495169,33500627,5459
BCHEUR,-0.80000000,-0.391,202.53234074,204.20000000,203.80000000,0.09800000,203.50000000,6.88600000,203.80000000,3.34900000,204.60000000,210.00000000,198.10000000,602.86500000,122099.65960000,1694760198154,1694846598154,2147139,2147929,791
YFIEUR,127.00000000,2.496,5113.44277597,5136.00000000,5216.00000000,0.00487000,5191.00000000,0.01809000,5206.00000000,0.04978000,5089.00000000,5216.00000000,5078.00000000,0.14784000,755.97138000,1694760182635,1694846582635,1456473,1456491,19
ZILBIDR,3.00,1.198,251.76,249.90,253.40,1084.00000000,0.00,0.00000000,0.00,0.00000000,250.40,256.00,248.70,536739.00000000,135130230.90,1694077216008,1694163616008,1850638,1850796,159
SUSDBTC,0.00000000,0.000,0.00000000,0.00002065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SUSDETH,0.00000000,0.000,0.00000000,0.00052700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SUSDUSDT,0.00000000,0.000,0.00000000,0.99600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
COVERETH,0.00000000,0.000,0.00000000,0.06373000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
COVERBUSD,0.00000000,0.000,0.00000000,193.60000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
GLMBTC,0.00000023,3.599,0.00000657,0.00000643,0.00000662,24.00000000,0.00000659,572.00000000,0.00000662,738.00000000,0.00000639,0.00000667,0.00000633,182229.00000000,1.19725626,1694760011000,1694846411000,5472334,5472826,493
GLMETH,0.00000000,0.000,0.00000000,0.00015020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
GHSTETH,0.00000000,0.000,0.00000000,0.00081750,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
GHSTBUSD,0.00000000,0.000,0.00000000,0.95700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SUSHIUPUSDT,0.00000000,0.000,0.00000000,0.00471400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SUSHIDOWNUSDT,0.00000000,0.000,0.00000000,37.37000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XLMUPUSDT,0.00000000,0.000,0.00000000,0.02430000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XLMDOWNUSDT,0.00000000,0.000,0.00000000,4.30400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LINKBRL,0.45000000,1.484,30.74228903,30.38000000,30.77000000,2.39000000,30.74000000,20.49000000,30.75000000,44.55000000,30.32000000,31.40000000,29.92000000,4475.21000000,137578.19930000,1694760148019,1694846548019,1246564,1247240,677
LINKNGN,0.00000000,0.000,0.00000000,11772.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LTCRUB,267.30000000,4.361,6235.99128896,6135.50000000,6396.30000000,0.03800000,6399.40000000,0.37300000,6411.70000000,7.13300000,6129.00000000,6500.00000000,6079.00000000,1146.25800000,7148054.90290000,1694760174593,1694846574593,1492415,1493257,843
TRXTRY,0.00330000,0.145,2.27275581,2.27180000,2.27460000,439.00000000,2.27430000,2531.00000000,2.27440000,18436.00000000,2.27130000,2.29230000,2.24910000,17984696.00000000,40874822.27600000,1694760198936,1694846598936,11307243,11320860,13618
XLMEUR,-0.00040000,-0.355,0.11217631,0.11260000,0.11220000,3605.00000000,0.11220000,6861.00000000,0.11230000,3507.00000000,0.11260000,0.11390000,0.11040000,656531.00000000,73647.22200000,1694760018803,1694846418803,4103245,4103793,549
DFETH,0.00000000,0.000,0.00000000,0.00007020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DFBUSD,-0.00060000,-1.639,0.03620060,0.03660000,0.03600000,26268.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03660000,0.03670000,0.03580000,923891.00000000,33445.41270000,1691031617386,1691118017386,11218965,11219194,230
GRTBTC,0.00000011,3.492,0.00000327,0.00000315,0.00000326,5997.00000000,0.00000325,56946.00000000,0.00000327,65459.00000000,0.00000315,0.00000335,0.00000313,1064767.00000000,3.48432798,1694760200394,1694846600394,13465161,13466794,1634
GRTETH,0.00000170,3.301,0.00005294,0.00005160,0.00005320,346.00000000,0.00005260,45207.00000000,0.00005290,7656.00000000,0.00005150,0.00005430,0.00005110,464753.00000000,24.60616120,1694760199649,1694846599649,2000129,2000712,584
GRTUSDT,0.00280000,3.353,0.08619236,0.08360000,0.08630000,5095.00000000,0.08630000,53238.00000000,0.08640000,119340.00000000,0.08350000,0.08940000,0.08320000,97952033.00000000,8442717.06510000,1694760200514,1694846600514,106475372,106504157,28786
JUVBTC,0.00000000,0.000,0.00000000,0.00013770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
JUVBUSD,0.01700000,0.830,2.06583137,2.05700000,2.06500000,7.38000000,0.00000000,0.00000000,0.00000000,0.00000000,2.04800000,2.08100000,2.04100000,11910.62000000,24605.33244000,1694062826476,1694149226476,3945893,3946107,215
JUVUSDT,0.00700000,0.346,2.02178652,2.01800000,2.02900000,16.33000000,2.02800000,573.61000000,2.02900000,12.77000000,2.02200000,2.04300000,2.00900000,59989.72000000,121286.40743000,1694760099984,1694846499984,14786608,14787854,1247
PSGBTC,0.00000100,0.864,0.00011598,0.00011550,0.00011670,0.43000000,0.00011620,113.73000000,0.00011650,2.00000000,0.00011570,0.00011710,0.00011500,4670.05000000,0.54165173,1694760106193,1694846506193,4787457,4788181,725
PSGBUSD,0.01000000,0.326,3.07221556,3.08100000,3.08000000,32.46000000,3.08100000,24.34000000,3.09100000,6.60000000,3.07000000,3.11600000,3.03900000,2771.14000000,8513.53944000,1694759405185,1694845805185,4872763,4872864,102
PSGUSDT,0.00700000,0.228,3.07809066,3.07100000,3.08100000,55.50000000,3.08100000,591.18000000,3.08300000,6.96000000,3.07400000,3.10200000,3.06200000,92164.62000000,283691.05576000,1694760197804,1694846597804,23261454,23263867,2414
BUSDBVND,0.00,0.000,0.00,23720.00,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00,0.00,0.00000000,0.00,1689573709926,1689660109926,-1,-1,0
USDTBVND,0.00,0.000,0.00,23710.00,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00,0.00,0.00000000,0.00,1689573709926,1689660109926,-1,-1,0
1INCHBTC,0.00000045,4.844,0.00000955,0.00000932,0.00000974,14.40000000,0.00000972,3983.40000000,0.00000974,3087.20000000,0.00000929,0.00000977,0.00000916,290859.30000000,2.77794031,1694760194516,1694846594516,10485373,10486579,1207
1INCHUSDT,0.01080000,4.376,0.25171006,0.24680000,0.25760000,155.20000000,0.25760000,1301.10000000,0.25770000,3678.20000000,0.24680000,0.26010000,0.24320000,7974278.30000000,2007206.09813000,1694760188590,1694846588590,75849014,75863439,14426
REEFBTC,0.00000000,0.000,0.00000000,0.00000014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
REEFUSDT,0.00004000,3.051,0.00132661,0.00131100,0.00135100,135000.00000000,0.00135100,185862.00000000,0.00135200,1162371.00000000,0.00131100,0.00137900,0.00129500,1546025612.00000000,2050969.63524300,1694760196238,1694846596238,74617091,74634435,17345
OGBTC,0.00000890,5.097,0.00018067,0.00017460,0.00018350,8.80000000,0.00018370,50.20000000,0.00018440,50.20000000,0.00017460,0.00018840,0.00017300,42974.10000000,7.76406836,1694760200305,1694846600305,4836335,4839024,2690
OGUSDT,0.23500000,5.071,4.79525089,4.63700000,4.86900000,2.70000000,4.86800000,15.00000000,4.87400000,68.60000000,4.63400000,4.96900000,4.61100000,1647028.60000000,7897915.35870000,1694760200306,1694846600306,28198203,28240834,42632
ATMBTC,0.00000000,0.000,0.00000000,0.00009440,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ATMUSDT,0.03700000,1.494,2.48152218,2.47300000,2.51300000,21.75000000,2.51300000,66.39000000,2.51700000,49.05000000,2.47600000,2.52900000,2.45500000,167650.67000000,416028.85638000,1694760201517,1694846601517,17533536,17536155,2620
ASRBTC,0.00000000,0.000,0.00000000,0.00013390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ASRUSDT,0.02000000,0.912,2.20182257,2.19200000,2.21300000,82.40000000,2.21300000,496.80000000,2.21400000,131.30000000,2.19300000,2.22300000,2.18200000,123216.80000000,271301.53130000,1694760189399,1694846589399,13145205,13147301,2097
CELOBTC,0.00000082,5.141,0.00001638,0.00001597,0.00001677,6.00000000,0.00001680,574.50000000,0.00001688,6.10000000,0.00001595,0.00001688,0.00001587,41964.40000000,0.68749558,1694760195990,1694846595990,6183087,6183620,534
CELOUSDT,0.02100000,4.941,0.43404223,0.42400000,0.44600000,1165.70000000,0.44500000,41169.50000000,0.44600000,2508.60000000,0.42500000,0.44800000,0.41900000,3926867.90000000,1704426.48620000,1694760194186,1694846594186,41808303,41816882,8580
RIFBTC,0.00000001,0.380,0.00000262,0.00000263,0.00000264,2669.00000000,0.00000264,3115.00000000,0.00000265,1566.00000000,0.00000263,0.00000265,0.00000260,326518.00000000,0.85594829,1694760049629,1694846449629,3248168,3249359,1192
RIFUSDT,0.00030000,0.430,0.06961667,0.06970000,0.07010000,533.00000000,0.07000000,2442.00000000,0.07010000,8029.00000000,0.06980000,0.07090000,0.06850000,4160526.00000000,289641.97370000,1694760189497,1694846589497,11845049,11847327,2279
CHZTRY,0.05300000,3.367,1.58869194,1.57400000,1.62700000,837.00000000,1.62600000,7827.00000000,1.62700000,5630.00000000,1.57400000,1.63600000,1.55600000,8634979.00000000,13718321.53300000,1694760164183,1694846564183,27860967,27866551,5585
XLMTRY,-0.00800000,-0.246,3.24341042,3.24700000,3.24200000,1588.00000000,3.24100000,67484.00000000,3.24300000,121.00000000,3.25000000,3.28600000,3.19300000,2954513.00000000,9582698.25100000,1694760181484,1694846581484,4634748,4637367,2620
LINKGBP,0.14000000,2.749,5.16510121,5.14100000,5.23300000,9.11000000,5.20800000,15.93000000,5.22200000,21.91000000,5.09300000,5.30800000,5.07700000,460.15000000,2376.72132000,1694760190450,1694846590450,1321946,1321970,25
GRTEUR,0.00310000,3.959,0.08124220,0.07890000,0.08140000,1981.00000000,0.08090000,9323.00000000,0.08120000,53382.00000000,0.07830000,0.08380000,0.07810000,448782.00000000,36460.03690000,1694760180134,1694846580134,2487316,2487555,240
BTCSTBTC,0.00000000,0.000,0.00000000,0.00033100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BTCSTBUSD,0.00000000,0.000,0.00000000,1.16000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BTCSTUSDT,0.00000000,0.000,0.00000000,5.35000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TRUBTC,0.00000008,6.349,0.00000135,0.00000126,0.00000134,984.00000000,0.00000135,13072.00000000,0.00000136,164112.00000000,0.00000126,0.00000140,0.00000126,6482474.00000000,8.71967573,1694760197156,1694846597156,5275815,5277359,1545
TRUBUSD,0.00000000,0.000,0.00000000,0.53570000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TRUUSDT,0.00220000,6.548,0.03538136,0.03370000,0.03580000,127729.00000000,0.03580000,10387.00000000,0.03590000,1073474.00000000,0.03360000,0.03760000,0.03340000,123558323.00000000,4371661.94370000,1694760198114,1694846598114,29831808,29850112,18305
DEXEETH,-0.00001000,-0.747,0.00133749,0.00133500,0.00132900,29.93000000,0.00133300,91.68000000,0.00133700,7.60000000,0.00133900,0.00134900,0.00132700,3254.48000000,4.35284884,1694759966836,1694846366836,1996404,1996494,91
DEXEBUSD,0.00500000,0.229,2.18345925,2.18400000,2.18500000,26.76000000,2.18500000,744.96000000,2.19400000,285.77000000,2.18000000,2.21800000,2.16500000,5000.37000000,10918.10411000,1694760069460,1694846469460,9977539,9977782,244
EOSEUR,0.00800000,1.501,0.53362361,0.53300000,0.54100000,1310.70000000,0.54000000,970.30000000,0.54100000,1453.30000000,0.53300000,0.54600000,0.52600000,57573.80000000,30722.73910000,1694760159582,1694846559582,1763491,1763951,461
LTCBRL,11.40000000,3.677,318.63878769,310.40000000,321.40000000,1.07400000,321.70000000,1.45500000,321.80000000,1.48600000,310.00000000,327.60000000,308.80000000,1706.21400000,543665.96050000,1694760117211,1694846517211,1962837,1964380,1544
USDCBUSD,0.00000000,0.000,0.00000000,0.99990000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TUSDBUSD,0.00000000,0.000,0.99864924,0.99860000,0.99860000,729.00000000,0.99860000,80824.00000000,0.99870000,83220.00000000,0.99860000,0.99880000,0.99850000,1198784.00000000,1197164.73340000,1694760173242,1694846573242,1737996,1742080,4085
PAXBUSD,0.00000000,0.000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
CKBBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
CKBBUSD,-0.00025800,-8.872,0.00279122,0.00291100,0.00265000,3874.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00290800,0.00299200,0.00250100,15084098.00000000,42103.02324400,1692241204377,1692327604377,6122951,6123638,688
CKBUSDT,0.00010900,4.022,0.00276310,0.00270900,0.00281900,21549.00000000,0.00281900,26583.00000000,0.00282000,106382.00000000,0.00271000,0.00283900,0.00269000,188344006.00000000,520412.81451700,1694760171352,1694846571352,24912704,24919673,6970
TWTBTC,0.00000063,2.121,0.00003005,0.00002979,0.00003033,153.00000000,0.00003029,124.00000000,0.00003043,36.00000000,0.00002970,0.00003073,0.00002958,27219.00000000,0.81803008,1694760196994,1694846596994,4852955,4853252,298
TWTBUSD,0.01340000,1.696,0.79590659,0.79070000,0.80360000,20.00000000,0.80270000,67.00000000,0.80330000,508.00000000,0.79020000,0.81770000,0.78620000,164500.00000000,130926.63350000,1694760085640,1694846485640,15192881,15194292,1412
TWTUSDT,0.01290000,1.633,0.79848149,0.79050000,0.80300000,296.00000000,0.80260000,103.00000000,0.80310000,259.00000000,0.79010000,0.81820000,0.78530000,1313210.00000000,1048573.87690000,1694760163687,1694846563687,38310404,38321357,10954
FIROBTC,0.00000080,1.465,0.00005453,0.00005470,0.00005540,8.60000000,0.00005530,17.70000000,0.00005550,5.60000000,0.00005460,0.00005570,0.00005340,19134.30000000,1.04344224,1694758831417,1694845231417,3339717,3340916,1200
FIROETH,0.00000000,0.000,0.00000000,0.00133300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
FIROUSDT,0.01500000,1.032,1.44694838,1.45400000,1.46800000,12.40000000,1.46700000,0.20000000,1.46800000,474.30000000,1.45300000,1.49100000,1.41700000,182759.90000000,264444.14110000,1694760148013,1694846548013,13255002,13256857,1856
BETHETH,0.00000000,0.000,0.99941582,0.99940000,0.99940000,1.85530000,0.99940000,238.50950000,0.99950000,11.52790000,0.99940000,0.99950000,0.99930000,2641.64430000,2640.10110486,1694760150158,1694846550158,4483536,4485982,2447
DOGEEUR,0.00030000,0.516,0.05833722,0.05817000,0.05845000,1608.00000000,0.05848000,2611.00000000,0.05849000,500.00000000,0.05815000,0.05916000,0.05757000,2501318.00000000,145919.93070000,1694760189827,1694846589827,22602291,22604179,1889
DOGETRY,0.01200000,0.715,1.68453570,1.67800000,1.69000000,28901.00000000,1.69000000,77763.00000000,1.69100000,14042.00000000,1.67800000,1.70900000,1.66700000,10833713.00000000,18249776.35200000,1694760196495,1694846596495,40740734,40744693,3960
DOGEAUD,0.00000000,0.000,0.00000000,0.09449000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DOGEBRL,0.00080000,0.263,0.30410020,0.30480000,0.30490000,1006.00000000,0.30460000,2925.00000000,0.30480000,2363.00000000,0.30410000,0.30800000,0.30050000,498542.00000000,151606.72310000,1694760123349,1694846523349,5706657,5707094,438
DOTNGN,0.00000000,0.000,0.00000000,10716.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
PROSETH,0.00000000,0.000,0.00000000,0.00021600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LITBTC,0.00000088,3.608,0.00002437,0.00002443,0.00002527,6.10000000,0.00002516,79.60000000,0.00002532,8.90000000,0.00002439,0.00002537,0.00002404,67417.80000000,1.64312069,1694760191022,1694846591022,5300731,5301224,494
LITBUSD,0.01900000,2.932,0.65504476,0.64900000,0.66700000,117.90000000,0.66600000,175.30000000,0.66700000,332.80000000,0.64800000,0.67400000,0.63600000,217737.80000000,142628.00430000,1694760190117,1694846590117,11645939,11647322,1384
LITUSDT,0.01700000,2.619,0.65161351,0.65000000,0.66600000,6757.70000000,0.66600000,22164.20000000,0.66700000,81.20000000,0.64900000,0.67500000,0.63600000,2945591.30000000,1919387.09340000,1694760197754,1694846597754,56959285,56968168,8884
BTCVAI,0.00000000,0.000,0.00000000,56876.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BUSDVAI,-0.00500000,-0.496,1.00420082,1.00300000,1.00400000,4324.00000000,1.00400000,2684.60000000,1.00900000,1.60000000,1.00900000,1.01200000,1.00400000,8622.80000000,8659.02280000,1694760071892,1694846471892,648558,648574,17
SFPBTC,0.00000130,5.888,0.00002306,0.00002213,0.00002338,23.00000000,0.00002330,860.00000000,0.00002333,712.00000000,0.00002208,0.00002359,0.00002208,125360.00000000,2.89108204,1694760181659,1694846581659,5102830,5104001,1172
SFPBUSD,0.03030000,5.166,0.60905110,0.58600000,0.61680000,42.00000000,0.61680000,241.00000000,0.61820000,95.00000000,0.58650000,0.62160000,0.58650000,171204.00000000,104271.98490000,1694760181562,1694846581562,9186791,9188177,1387
SFPUSDT,0.03010000,5.130,0.60951879,0.58650000,0.61680000,41.00000000,0.61680000,283.00000000,0.61710000,821.00000000,0.58670000,0.62200000,0.58580000,12419602.00000000,7569980.75500000,1694760193188,1694846593188,45223758,45260871,37114
DOGEGBP,0.00060000,1.175,0.05163192,0.05159000,0.05166000,1404.00000000,0.05162000,6698.00000000,0.05174000,3156.00000000,0.05106000,0.05217000,0.05087000,63250.00000000,3265.71899000,1694760177755,1694846577755,7543482,7543542,61
DOTTRY,3.50000000,3.173,111.83437435,110.30000000,113.80000000,2.99000000,113.80000000,191.17000000,113.90000000,2.99000000,110.30000000,119.40000000,110.00000000,25279.78000000,2827148.38000000,1694760188567,1694846588567,3851897,3853087,1191
FXSBTC,0.00000106,0.521,0.00020248,0.00020372,0.00020463,1.30000000,0.00020479,18.40000000,0.00020513,36.90000000,0.00020357,0.00020718,0.00019894,2424.10000000,0.49083718,1694760177597,1694846577597,3573314,3573643,330
FXSBUSD,0.01700000,0.314,5.35653108,5.39100000,5.43000000,9.40000000,5.42400000,18.40000000,5.43100000,36.90000000,5.41300000,5.45100000,5.29200000,10514.20000000,56319.63910000,1694760187791,1694846587791,9129642,9130211,570
DODOBTC,0.00000009,2.528,0.00000359,0.00000358,0.00000365,72.00000000,0.00000365,11817.50000000,0.00000366,2882.50000000,0.00000356,0.00000370,0.00000354,215734.40000000,0.77409363,1694760201599,1694846601599,3802922,3803770,849
DODOBUSD,0.00200000,2.112,0.09558650,0.09450000,0.09670000,2379.00000000,0.09660000,16773.50000000,0.09670000,1718.70000000,0.09470000,0.09890000,0.09400000,3601502.50000000,344255.01234000,1694760198789,1694846598789,12551378,12554968,3591
DODOUSDT,0.00210000,2.220,0.09569472,0.09470000,0.09670000,271.50000000,0.09670000,5121.50000000,0.09680000,31892.90000000,0.09460000,0.09900000,0.09410000,11787682.50000000,1128018.94027000,1694760194741,1694846594741,35806885,35816361,9477
FRONTBTC,-0.00000055,-8.221,0.00000627,0.00000667,0.00000614,4595.00000000,0.00000614,462.00000000,0.00000617,3061.00000000,0.00000669,0.00000684,0.00000596,629853.00000000,3.95063657,1694760197044,1694846597044,3550754,3553774,3021
EASYBTC,0.00000000,0.000,0.00000000,0.00029250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
CAKEBTC,0.00000040,0.915,0.00004385,0.00004380,0.00004410,154.48000000,0.00004420,3611.56000000,0.00004440,3071.14000000,0.00004370,0.00004430,0.00004350,46484.87000000,2.03854035,1694760174064,1694846574064,12764073,12764460,388
CAKEUSDT,0.01000000,0.860,1.16411935,1.16300000,1.17300000,418.43000000,1.17200000,856.62000000,1.17300000,5958.57000000,1.16300000,1.17700000,1.14700000,2993359.85000000,3484628.13471000,1694760190651,1694846590651,75887606,75906131,18526
BAKEBUSD,0.00880000,9.044,0.10219802,0.09740000,0.10610000,240.00000000,0.10610000,12962.30000000,0.10620000,5099.70000000,0.09730000,0.10790000,0.09670000,3751933.90000000,383440.19811000,1694760200663,1694846600663,24493725,24497348,3624
UFTETH,0.00000310,2.274,0.00014047,0.00013570,0.00013940,15.00000000,0.00013890,15.00000000,0.00013950,15.00000000,0.00013630,0.00014390,0.00013630,73291.00000000,10.29503870,1694759973409,1694846373409,2335471,2335888,418
UFTBUSD,-0.02150000,-9.446,0.21893789,0.22950000,0.20610000,98.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22760000,0.23100000,0.19690000,632494.00000000,138476.90430000,1692241227439,1692327627439,13974570,13976132,1563
1INCHBUSD,0.01080000,4.376,0.25228011,0.24670000,0.25760000,66.60000000,0.25750000,348.80000000,0.25780000,66.60000000,0.24680000,0.26000000,0.24370000,193284.20000000,48761.75891000,1694760187601,1694846587601,7973939,7974437,499
BANDBUSD,0.03600000,3.589,1.02476707,1.00400000,1.03900000,771.40000000,1.03900000,12.10000000,1.04000000,1142.10000000,1.00300000,1.06000000,0.99400000,228444.10000000,234101.99110000,1694760166065,1694846566065,7029412,7032370,2959
GRTBUSD,0.00290000,3.473,0.08624342,0.08360000,0.08640000,285.00000000,0.08620000,91254.00000000,0.08640000,387.00000000,0.08350000,0.08930000,0.08330000,3008705.00000000,259481.00330000,1694760188590,1694846588590,14155718,14158881,3164
IOSTBUSD,0.00031000,4.403,0.00720930,0.00706000,0.00735000,13248.70000000,0.00732000,912918.70000000,0.00734000,17116.00000000,0.00704000,0.00749000,0.00704000,1819820.30000000,13119.63477000,1694760200035,1694846600035,4729352,4729509,158
OMGBUSD,0.01500000,3.326,0.45434836,0.45100000,0.46600000,125.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45100000,0.47200000,0.43900000,87974.30000000,39970.97920000,1694070008683,1694156408683,5707307,5707544,238
